斗	1935	26007	Lo	OTHER
適	1934	36969	Lo	OTHER
🇸	1931	127480	So	OTHER
◦	1925	9702	So	OTHER
滑	1923	28369	Lo	OTHER
ः	1923	2307	Mc	OTHER
페	1922	54168	Lo	OTHER
刘	1922	21016	Lo	OTHER
卷	1919	21367	Lo	OTHER
旧	1919	26087	Lo	OTHER
😃	1917	128515	So	OTHER
宗	1916	23447	Lo	OTHER
∈	1916	8712	Sm	OTHER
ू	1914	2370	Mn	OTHER
플	1914	54540	Lo	OTHER
過	1910	36942	Lo	OTHER
靠	1908	38752	Lo	OTHER
融	1906	34701	Lo	OTHER
聊	1905	32842	Lo	OTHER
‰	1903	8240	Po	OTHER
Ν	1903	925	Lu	GREEK
객	1903	44061	Lo	OTHER
塞	1897	22622	Lo	OTHER
ր	1897	1408	Ll	OTHER
镇	1896	38215	Lo	OTHER
Ł	1895	321	Lu	LATIN
🔴	1894	128308	So	OTHER
衡	1893	34913	Lo	OTHER
ত	1892	2468	Lo	OTHER
木	1890	26408	Lo	OTHER
름	1877	47492	Lo	OTHER
ե	1876	1381	Ll	OTHER
缀	1876	32512	Lo	OTHER
်	1876	4154	Mn	OTHER
⠊	1876	10250	So	OTHER
們	1875	20497	Lo	OTHER
ম	1871	2478	Lo	OTHER
覆	1866	35206	Lo	OTHER
夫	1866	22827	Lo	OTHER
ứ	1862	7913	Ll	OTHER
⠞	1862	10270	So	OTHER
۵	1861	1781	Nd	ARABIC
態	1860	24907	Lo	OTHER
็	1859	3655	Mn	OTHER
글	1859	44544	Lo	OTHER
┌	1858	9484	So	OTHER
折	1858	25240	Lo	OTHER
脑	1855	33041	Lo	OTHER
ハ	1853	12495	Lo	OTHER
聚	1848	32858	Lo	OTHER
받	1846	48155	Lo	OTHER
露	1842	38706	Lo	OTHER
후	1839	54980	Lo	OTHER
♀	1837	9792	So	OTHER
迭	1833	36845	Lo	OTHER
亡	1832	20129	Lo	OTHER
估	1828	20272	Lo	OTHER
厂	1827	21378	Lo	OTHER
ո	1824	1400	Ll	OTHER
🙁	1820	128577	So	OTHER
۟	1819	1759	Mn	ARABIC
🏼	1818	127996	Sk	OTHER
威	1815	23041	Lo	OTHER
疑	1815	30097	Lo	OTHER
⠗	1814	10263	So	OTHER
耗	1811	32791	Lo	OTHER
赛	1810	36187	Lo	OTHER
ự	1810	7921	Ll	OTHER
ὸ	1809	8056	Ll	OTHER
項	1809	38917	Lo	OTHER
💻	1807	128187	So	OTHER
↵	1807	8629	So	OTHER
媒	1805	23186	Lo	OTHER
ﮐ	1803	64400	Lo	OTHER
蓝	1801	34013	Lo	OTHER
ﻑ	1799	65233	Lo	OTHER
ड	1794	2337	Lo	OTHER
亮	1793	20142	Lo	OTHER
료	1788	47308	Lo	OTHER
Ж	1788	1046	Lu	OTHER
進	1788	36914	Lo	OTHER
単	1788	21336	Lo	OTHER
য	1784	2479	Lo	OTHER
险	1783	38505	Lo	OTHER
檔	1782	27284	Lo	OTHER
Ḥ	1782	7716	Lu	OTHER
며	1777	47728	Lo	OTHER
ﻒ	1775	65234	Lo	OTHER
𝗘	1773	120280	Lu	OTHER
哥	1772	21733	Lo	OTHER
ٓ	1769	1619	Mn	ARABIC
직	1765	51649	Lo	OTHER
與	1764	33287	Lo	OTHER
艺	1764	33402	Lo	OTHER
托	1763	25176	Lo	OTHER
ध	1762	2343	Lo	OTHER
亿	1761	20159	Lo	OTHER
慢	1759	24930	Lo	OTHER
토	1759	53664	Lo	OTHER
担	1757	25285	Lo	OTHER
寻	1754	23547	Lo	OTHER
№	1750	8470	So	OTHER
纪	1749	32426	Lo	OTHER
노	1744	45432	Lo	OTHER
伤	1744	20260	Lo	OTHER
ǐ	1742	464	Ll	LATIN
削	1739	21066	Lo	OTHER
∠	1737	8736	Sm	OTHER
圆	1734	22278	Lo	OTHER
侧	1734	20391	Lo	OTHER
순	1731	49692	Lo	OTHER
න	1727	3505	Lo	OTHER
牛	1725	29275	Lo	OTHER
	1725	3	Cc	OTHER
Η	1724	919	Lu	GREEK
ῦ	1724	8166	Ll	OTHER
守	1719	23432	Lo	OTHER
搞	1719	25630	Lo	OTHER
🏆	1718	127942	So	OTHER
沙	1717	27801	Lo	OTHER
ﬀ	1716	64256	Ll	OTHER
兵	1716	20853	Lo	OTHER
酒	1714	37202	Lo	OTHER
🎁	1713	127873	So	OTHER
稳	1710	31283	Lo	OTHER
✍	1707	9997	So	OTHER
ữ	1707	7919	Ll	OTHER
冠	1704	20896	Lo	OTHER
細	1702	32048	Lo	OTHER
ホ	1701	12507	Lo	OTHER
택	1701	53469	Lo	OTHER
疫	1699	30123	Lo	OTHER
温	1696	28201	Lo	OTHER
叶	1694	21494	Lo	OTHER
種	1694	31278	Lo	OTHER
ļ	1693	316	Ll	LATIN
忽	1693	24573	Lo	OTHER
따	1692	46384	Lo	OTHER
剧	1691	21095	Lo	OTHER
국	1691	44397	Lo	OTHER
또	1690	46608	Lo	OTHER
📌	1684	128204	So	OTHER
夜	1684	22812	Lo	OTHER
损	1683	25439	Lo	OTHER
참	1681	52280	Lo	OTHER
˙	1681	729	Sk	OTHER
租	1679	31199	Lo	OTHER
블	1678	48660	Lo	OTHER
 	1676	8201	Zs	OTHER
Λ	1673	923	Lu	GREEK
∘	1673	8728	Sm	OTHER
草	1672	33609	Lo	OTHER
順	1672	38918	Lo	OTHER
野	1669	37326	Lo	OTHER
ゲ	1668	12466	Lo	OTHER
आ	1667	2310	Lo	OTHER
존	1667	51316	Lo	OTHER
▷	1664	9655	Sm	OTHER
拍	1656	25293	Lo	OTHER
◼	1656	9724	Sm	OTHER
ນ	1656	3737	Lo	OTHER
링	1654	47553	Lo	OTHER
寄	1650	23492	Lo	OTHER
티	1645	54000	Lo	OTHER
帖	1643	24086	Lo	OTHER
愿	1638	24895	Lo	OTHER
ょ	1633	12423	Lo	OTHER
✗	1629	10007	So	OTHER
乱	1628	20081	Lo	OTHER
毫	1628	27627	Lo	OTHER
線	1623	32218	Lo	OTHER
및	1620	48143	Lo	OTHER
際	1620	38555	Lo	OTHER
擎	1618	25806	Lo	OTHER
접	1616	51217	Lo	OTHER
ɵ	1614	629	Ll	OTHER
説	1613	35500	Lo	OTHER
😎	1610	128526	So	OTHER
體	1610	39636	Lo	OTHER
건	1610	44148	Lo	OTHER
◊	1605	9674	So	OTHER
ꙋ	1605	42571	Ll	OTHER
패	1602	54056	Lo	OTHER
挂	1601	25346	Lo	OTHER
ำ	1599	3635	Lo	OTHER
轴	1596	36724	Lo	OTHER
浮	1596	28014	Lo	OTHER
庆	1592	24198	Lo	OTHER
姓	1592	22995	Lo	OTHER
┐	1589	9488	So	OTHER
末	1589	26411	Lo	OTHER
າ	1588	3762	Lo	OTHER
恢	1587	24674	Lo	OTHER
எ	1587	2958	Lo	OTHER
ɣ	1586	611	Ll	OTHER
财	1585	36130	Lo	OTHER
領	1584	38936	Lo	OTHER
跨	1582	36328	Lo	OTHER
號	1582	34399	Lo	OTHER
ﻵ	1582	65269	Lo	OTHER
♪	1581	9834	So	OTHER
প	1580	2474	Lo	OTHER
拼	1579	25340	Lo	OTHER
對	1577	23565	Lo	OTHER
♫	1576	9835	So	OTHER
ņ	1575	326	Ll	LATIN
跑	1574	36305	Lo	OTHER
雪	1571	38634	Lo	OTHER
🇷	1570	127479	So	OTHER
ए	1570	2319	Lo	OTHER
準	1569	28310	Lo	OTHER
ា	1568	6070	Mc	OTHER
히	1564	55176	Lo	OTHER
宋	1564	23435	Lo	OTHER
카	1564	52852	Lo	OTHER
ʊ	1562	650	Ll	OTHER
ὐ	1558	8016	Ll	OTHER
ট	1558	2463	Lo	OTHER
😘	1555	128536	So	OTHER
특	1555	53945	Lo	OTHER
谁	1555	35841	Lo	OTHER
ს	1553	4321	Ll	OTHER
磁	1547	30913	Lo	OTHER
별	1540	48324	Lo	OTHER
🐛	1540	128027	So	OTHER
초	1539	52488	Lo	OTHER
贴	1537	36148	Lo	OTHER
🤣	1531	129315	So	OTHER
嘉	1529	22025	Lo	OTHER
浪	1524	28010	Lo	OTHER
弃	1521	24323	Lo	OTHER
尺	1520	23610	Lo	OTHER
腾	1515	33150	Lo	OTHER
Ґ	1513	1168	Lu	OTHER
繁	1508	32321	Lo	OTHER
რ	1506	4320	Ll	OTHER
將	1504	23559	Lo	OTHER
 	1504	8239	Zs	OTHER
詳	1503	35443	Lo	OTHER
ﺢ	1503	65186	Lo	OTHER
☐	1502	9744	So	OTHER
員	1501	21729	Lo	OTHER
្	1501	6098	Mn	OTHER
卫	1500	21355	Lo	OTHER
發	1500	30332	Lo	OTHER
 	1498	8194	Zs	OTHER
➖	1497	10134	So	OTHER
ﻙ	1496	65241	Lo	OTHER
̄	1495	772	Mn	OTHER
熟	1494	29087	Lo	OTHER
종	1491	51333	Lo	OTHER
ˆ	1487	710	Lm	OTHER
横	1487	27178	Lo	OTHER
幸	1486	24184	Lo	OTHER
▻	1483	9659	So	OTHER
借	1482	20511	Lo	OTHER
ᵉ	1479	7497	Lm	OTHER
Ꮝ	1477	5069	Lu	OTHER
┴	1476	9524	So	OTHER
急	1475	24613	Lo	OTHER
Θ	1473	920	Lu	GREEK
趣	1466	36259	Lo	OTHER
弱	1464	24369	Lo	OTHER
ನ	1464	3240	Lo	OTHER
漏	1463	28431	Lo	OTHER
𝐚	1462	119834	Ll	OTHER
荣	1462	33635	Lo	OTHER
铁	1461	38081	Lo	OTHER
류	1461	47448	Lo	OTHER
洞	1460	27934	Lo	OTHER
โ	1459	3650	Lo	OTHER
𝗮	1459	120302	Ll	OTHER
涉	1459	28041	Lo	OTHER
ﻂ	1457	65218	Lo	OTHER
̃	1456	771	Mn	OTHER
電	1455	38651	Lo	OTHER
務	1455	21209	Lo	OTHER
驱	1455	39537	Lo	OTHER
😛	1453	128539	So	OTHER
ね	1452	12397	Lo	OTHER
裁	1450	35009	Lo	OTHER
Υ	1448	933	Lu	GREEK
ں	1448	1722	Lo	ARABIC
Ğ	1447	286	Lu	LATIN
乡	1444	20065	Lo	OTHER
枚	1443	26522	Lo	OTHER
纯	1443	32431	Lo	OTHER
색	1442	49353	Lo	OTHER
丢	1441	20002	Lo	OTHER
違	1440	36949	Lo	OTHER
寸	1439	23544	Lo	OTHER
⠇	1439	10247	So	OTHER
醒	1437	37266	Lo	OTHER
礼	1437	31036	Lo	OTHER
乘	1435	20056	Lo	OTHER
丁	1434	19969	Lo	OTHER
拒	1434	25298	Lo	OTHER
📝	1433	128221	So	OTHER
旋	1431	26059	Lo	OTHER
ῖ	1430	8150	Ll	OTHER
決	1429	27770	Lo	OTHER
並	1427	20006	Lo	OTHER
逐	1425	36880	Lo	OTHER
吴	1423	21556	Lo	OTHER
尼	1422	23612	Lo	OTHER
倍	1422	20493	Lo	OTHER
拖	1420	25302	Lo	OTHER
Ō	1419	332	Lu	LATIN
剪	1419	21098	Lo	OTHER
救	1418	25937	Lo	OTHER
네	1418	45348	Lo	OTHER
ﺲ	1418	65202	Lo	OTHER
統	1416	32113	Lo	OTHER
血	1416	34880	Lo	OTHER
₀	1416	8320	No	OTHER
ặ	1415	7863	Ll	OTHER
𝗶	1415	120310	Ll	OTHER
커	1415	52964	Lo	OTHER
┘	1414	9496	So	OTHER
環	1414	29872	Lo	OTHER
纳	1413	32435	Lo	OTHER
워	1413	50892	Lo	OTHER
學	1410	23416	Lo	OTHER
複	1410	35079	Lo	OTHER
∣	1410	8739	Sm	OTHER
惠	1409	24800	Lo	OTHER
🇪	1408	127466	So	OTHER
⦁	1406	10625	Sm	OTHER
델	1406	45944	Lo	OTHER
車	1403	36554	Lo	OTHER
많	1402	47566	Lo	OTHER
␊	1401	9226	So	OTHER
証	1400	35388	Lo	OTHER
抛	1400	25243	Lo	OTHER
ි	1398	3538	Mn	OTHER
달	1394	45804	Lo	OTHER
ˌ	1393	716	Lm	OTHER
컴	1393	52980	Lo	OTHER
叉	1392	21449	Lo	OTHER
脸	1390	33080	Lo	OTHER
猫	1389	29483	Lo	OTHER
됩	1388	46121	Lo	OTHER
르	1387	47476	Lo	OTHER
麻	1386	40635	Lo	OTHER
困	1384	22256	Lo	OTHER
园	1383	22253	Lo	OTHER
₹	1383	8377	Sc	OTHER
ử	1383	7917	Ll	OTHER
ℓ	1382	8467	Ll	OTHER
楚	1382	26970	Lo	OTHER
थ	1379	2341	Lo	OTHER
ﻉ	1379	65225	Lo	OTHER
உ	1378	2953	Lo	OTHER
ܝ	1377	1821	Lo	OTHER
毒	1377	27602	Lo	OTHER
ﺆ	1377	65158	Lo	OTHER
調	1376	35519	Lo	OTHER
魔	1375	39764	Lo	OTHER
夏	1374	22799	Lo	OTHER
ほ	1373	12411	Lo	OTHER
請	1371	35531	Lo	OTHER
✿	1369	10047	So	OTHER
̲	1369	818	Mn	OTHER
⭕	1368	11093	So	OTHER
ѡ	1367	1121	Ll	OTHER
券	1365	21048	Lo	OTHER
旅	1363	26053	Lo	OTHER
검	1362	44160	Lo	OTHER
約	1362	32004	Lo	OTHER
測	1362	28204	Lo	OTHER
訊	1361	35338	Lo	OTHER
妈	1361	22920	Lo	OTHER
劳	1359	21171	Lo	OTHER
墙	1358	22681	Lo	OTHER
欧	1357	27431	Lo	OTHER
洋	1356	27915	Lo	OTHER
坏	1356	22351	Lo	OTHER
▀	1355	9600	So	OTHER
話	1353	35441	Lo	OTHER
宿	1351	23487	Lo	OTHER
🔸	1347	128312	So	OTHER
蒙	1346	33945	Lo	OTHER
坚	1345	22362	Lo	OTHER
帝	1338	24093	Lo	OTHER
稿	1337	31295	Lo	OTHER
紧	1337	32039	Lo	OTHER
𝐢	1336	119842	Ll	OTHER
捕	1334	25429	Lo	OTHER
宇	1334	23431	Lo	OTHER
↦	1334	8614	Sm	OTHER
💰	1332	128176	So	OTHER
秀	1332	31168	Lo	OTHER
招	1331	25307	Lo	OTHER
休	1331	20241	Lo	OTHER
诗	1327	35799	Lo	OTHER
胡	1325	32993	Lo	OTHER
搭	1325	25645	Lo	OTHER
嵌	1324	23884	Lo	OTHER
약	1323	50557	Lo	OTHER
್	1320	3277	Mn	OTHER
暗	1317	26263	Lo	OTHER
💥	1316	128165	So	OTHER
累	1315	32047	Lo	OTHER
养	1313	20859	Lo	OTHER
則	1312	21063	Lo	OTHER
湾	1309	28286	Lo	OTHER
洲	1308	27954	Lo	OTHER
谓	1308	35859	Lo	OTHER
♣	1307	9827	So	OTHER
ħ	1307	295	Ll	LATIN
교	1307	44368	Lo	OTHER
贸	1304	36152	Lo	OTHER
顾	1304	39038	Lo	OTHER
剩	1303	21097	Lo	OTHER
턴	1303	53556	Lo	OTHER
竞	1300	31454	Lo	OTHER
鼠	1298	40736	Lo	OTHER
赞	1297	36190	Lo	OTHER
婚	1296	23130	Lo	OTHER
朗	1296	26391	Lo	OTHER
齐	1296	40784	Lo	OTHER
∗	1295	8727	Sm	OTHER
舞	1293	33310	Lo	OTHER
❗	1292	10071	So	OTHER
』	1292	12303	Pe	OTHER
증	1291	51613	Lo	OTHER
ڪ	1290	1706	Lo	ARABIC
踪	1289	36394	Lo	OTHER
途	1289	36884	Lo	OTHER
┃	1287	9475	So	OTHER
『	1285	12302	Ps	OTHER
ు	1283	3137	Mc	OTHER
泽	1282	27901	Lo	OTHER
ひ	1279	12402	Lo	OTHER
穿	1279	31359	Lo	OTHER
📚	1278	128218	So	OTHER
吉	1277	21513	Lo	OTHER
恐	1273	24656	Lo	OTHER
爬	1272	29228	Lo	OTHER
𝗻	1271	120315	Ll	OTHER
幅	1271	24133	Lo	OTHER
۩	1271	1769	So	ARABIC
집	1270	51665	Lo	OTHER
戳	1268	25139	Lo	OTHER
药	1266	33647	Lo	OTHER
尚	1266	23578	Lo	OTHER
谷	1264	35895	Lo	OTHER
苦	1263	33510	Lo	OTHER
ာ	1262	4140	Mc	OTHER
危	1261	21361	Lo	OTHER
ῶ	1260	8182	Ll	OTHER
ֲ	1257	1458	Mn	OTHER
梦	1255	26790	Lo	OTHER
狗	1252	29399	Lo	OTHER
秋	1252	31179	Lo	OTHER
恶	1251	24694	Lo	OTHER
ở	1251	7903	Ll	OTHER
漫	1250	28459	Lo	OTHER
항	1249	54637	Lo	OTHER
冰	1249	20912	Lo	OTHER
ක	1249	3482	Lo	OTHER
赵	1248	36213	Lo	OTHER
♠	1247	9824	So	OTHER
許	1247	35377	Lo	OTHER
席	1245	24109	Lo	OTHER
➢	1243	10146	So	OTHER
強	1239	24375	Lo	OTHER
粉	1238	31881	Lo	OTHER
帧	1238	24103	Lo	OTHER
應	1237	25033	Lo	OTHER
ﺞ	1237	65182	Lo	OTHER
💖	1236	128150	So	OTHER
２	1236	65298	Nd	OTHER
✖	1235	10006	So	OTHER
圈	1235	22280	Lo	OTHER
饭	1235	39277	Lo	OTHER
彩	1234	24425	Lo	OTHER
贡	1234	36129	Lo	OTHER
竟	1234	31455	Lo	OTHER
ṅ	1234	7749	Ll	OTHER
✈	1232	9992	So	OTHER
𝗔	1232	120276	Lu	OTHER
ʾ	1232	702	Lm	OTHER
ὰ	1230	8048	Ll	OTHER
দ	1229	2470	Lo	OTHER
💯	1228	128175	So	OTHER
ܳ	1228	1843	Mn	OTHER
ւ	1227	1410	Ll	OTHER
餐	1227	39184	Lo	OTHER
様	1227	27096	Lo	OTHER
ͤ	1226	868	Mn	OTHER
仮	1224	20206	Lo	OTHER
峰	1223	23792	Lo	OTHER
🇺	1223	127482	So	OTHER
ồ	1222	7891	Ll	OTHER
ℹ	1222	8505	Ll	OTHER
ஞ	1222	2974	Lo	OTHER
ය	1222	3514	Lo	OTHER
־	1222	1470	Pd	OTHER
ℕ	1221	8469	Lu	OTHER
恩	1220	24681	Lo	OTHER
拷	1219	25335	Lo	OTHER
丰	1217	20016	Lo	OTHER
怀	1215	24576	Lo	OTHER
좋	1215	51339	Lo	OTHER
┈	1214	9480	So	OTHER
援	1213	25588	Lo	OTHER
🥇	1211	129351	So	OTHER
Ī	1210	298	Lu	LATIN
📷	1209	128247	So	OTHER
迟	1209	36831	Lo	OTHER
迁	1209	36801	Lo	OTHER
犯	1208	29359	Lo	OTHER
抓	1208	25235	Lo	OTHER
𝗼	1207	120316	Ll	OTHER
忘	1206	24536	Lo	OTHER
석	1203	49437	Lo	OTHER
玉	1202	29577	Lo	OTHER
油	1201	27833	Lo	OTHER
𝗿	1201	120319	Ll	OTHER
旗	1201	26071	Lo	OTHER
🇦	1200	127462	So	OTHER
ო	1200	4317	Ll	OTHER
罪	1200	32618	Lo	OTHER
習	1199	32722	Lo	OTHER
屋	1199	23627	Lo	OTHER
ව	1197	3520	Lo	OTHER
Ŕ	1196	340	Lu	LATIN
論	1196	35542	Lo	OTHER
ի	1195	1387	Ll	OTHER
巨	1194	24040	Lo	OTHER
⊢	1194	8866	Sm	OTHER
残	1193	27531	Lo	OTHER
經	1192	32147	Lo	OTHER
編	1191	32232	Lo	OTHER
Ρ	1189	929	Lu	GREEK
말	1188	47568	Lo	OTHER
係	1188	20418	Lo	OTHER
泛	1187	27867	Lo	OTHER
활	1187	54876	Lo	OTHER
視	1186	35222	Lo	OTHER
ু	1185	2497	Mn	OTHER
げ	1183	12370	Lo	OTHER
강	1182	44053	Lo	OTHER
금	1182	44552	Lo	OTHER
𝐨	1181	119848	Ll	OTHER
📖	1179	128214	So	OTHER
양	1178	50577	Lo	OTHER
𝐧	1176	119847	Ll	OTHER
┤	1176	9508	So	OTHER
關	1175	38364	Lo	OTHER
불	1172	48520	Lo	OTHER
ゴ	1172	12468	Lo	OTHER
秘	1171	31192	Lo	OTHER
贵	1171	36149	Lo	OTHER
될	1171	46112	Lo	OTHER
उ	1168	2313	Lo	OTHER
ǔ	1167	468	Ll	LATIN
奥	1165	22885	Lo	OTHER
져	1165	51256	Lo	OTHER
⠏	1165	10255	So	OTHER
逆	1164	36870	Lo	OTHER
ﯿ	1164	64511	Lo	OTHER
爆	1163	29190	Lo	OTHER
皮	1161	30382	Lo	OTHER
⚽	1161	9917	So	OTHER
胜	1161	32988	Lo	OTHER
雄	1161	38596	Lo	OTHER
梯	1160	26799	Lo	OTHER
🤗	1158	129303	So	OTHER
網	1157	32178	Lo	OTHER
渡	1156	28193	Lo	OTHER
ღ	1156	4326	Ll	OTHER
粮	1156	31918	Lo	OTHER
丝	1155	19997	Lo	OTHER
😭	1154	128557	So	OTHER
너	1153	45320	Lo	OTHER
範	1153	31684	Lo	OTHER
💚	1151	128154	So	OTHER
敏	1151	25935	Lo	OTHER
季	1150	23395	Lo	OTHER
청	1150	52397	Lo	OTHER
唱	1149	21809	Lo	OTHER
⠉	1149	10249	So	OTHER
ლ	1148	4314	Ll	OTHER
捷	1148	25463	Lo	OTHER
ख	1147	2326	Lo	OTHER
҃	1147	1155	Mn	OTHER
Ą	1146	260	Lu	LATIN
ು	1146	3265	Mc	OTHER
內	1145	20839	Lo	OTHER
इ	1144	2311	Lo	OTHER
ắ	1143	7855	Ll	OTHER
ܘ	1143	1816	Lo	OTHER
∇	1140	8711	Sm	OTHER
俄	1140	20420	Lo	OTHER
肯	1139	32943	Lo	OTHER
韩	1139	38889	Lo	OTHER
🤩	1138	129321	So	OTHER
រ	1138	6042	Lo	OTHER
째	1138	51704	Lo	OTHER
럼	1136	47100	Lo	OTHER
烈	1135	28872	Lo	OTHER
毁	1135	27585	Lo	OTHER
ʌ	1132	652	Ll	OTHER
備	1131	20633	Lo	OTHER
覧	1130	35239	Lo	OTHER
※	1129	8251	Po	OTHER
🙌	1129	128588	So	OTHER
❝	1128	10077	So	OTHER
旦	1127	26086	Lo	OTHER
❞	1127	10078	So	OTHER
伊	1126	20234	Lo	OTHER
ǒ	1125	466	Ll	LATIN
庭	1124	24237	Lo	OTHER
堂	1120	22530	Lo	OTHER
루	1119	47336	Lo	OTHER
👀	1118	128064	So	OTHER
😆	1118	128518	So	OTHER
怕	1118	24597	Lo	OTHER
ﺝ	1116	65181	Lo	OTHER
𝘁	1115	120321	Ll	OTHER
새	1115	49352	Lo	OTHER
း	1114	4152	Mc	OTHER
衣	1113	34915	Lo	OTHER
ẽ	1111	7869	Ll	OTHER
ਾ	1111	2622	Mc	OTHER
試	1110	35430	Lo	OTHER
ន	1110	6035	Lo	OTHER
Ю	1108	1070	Lu	OTHER
雷	1107	38647	Lo	OTHER
 	1107	8232	Zl	OTHER
런	1106	47088	Lo	OTHER
渐	1105	28176	Lo	OTHER
▁	1105	9601	So	OTHER
童	1104	31461	Lo	OTHER
ﻯ	1104	65263	Lo	OTHER
谱	1103	35889	Lo	OTHER
ゃ	1103	12419	Lo	OTHER
ヘ	1103	12504	Lo	OTHER
亦	1101	20134	Lo	OTHER
怪	1098	24618	Lo	OTHER
👈	1098	128072	So	OTHER
🤷	1097	129335	So	OTHER
丽	1096	20029	Lo	OTHER
冷	1093	20919	Lo	OTHER
辉	1091	36745	Lo	OTHER
𝐫	1090	119851	Ll	OTHER
點	1087	40670	Lo	OTHER
隆	1087	38534	Lo	OTHER
饰	1086	39280	Lo	OTHER
🔹	1086	128313	So	OTHER
ஆ	1086	2950	Lo	OTHER
ۆ	1083	1734	Lo	ARABIC
ᐅ	1082	5125	Lo	OTHER
税	1080	31246	Lo	OTHER
외	1080	50808	Lo	OTHER
⠙	1079	10265	So	OTHER
Џ	1078	1039	Lu	OTHER
격	1076	44201	Lo	OTHER
ʒ	1075	658	Ll	OTHER
🌈	1075	127752	So	OTHER
姐	1074	22992	Lo	OTHER
근	1073	44540	Lo	OTHER
敌	1073	25932	Lo	OTHER
향	1072	54693	Lo	OTHER
줄	1071	51460	Lo	OTHER
↔	1070	8596	Sm	OTHER
ἰ	1070	7984	Ll	OTHER
歳	1069	27507	Lo	OTHER
皇	1069	30343	Lo	OTHER
⁻	1069	8315	Sm	OTHER
懂	1068	25026	Lo	OTHER
립	1068	47549	Lo	OTHER
⠍	1068	10253	So	OTHER
振	1067	25391	Lo	OTHER
侵	1067	20405	Lo	OTHER
𝗧	1066	120295	Lu	OTHER
𝘀	1066	120320	Ll	OTHER
馆	1066	39302	Lo	OTHER
✘	1065	10008	So	OTHER
ܰ	1065	1840	Mn	OTHER
ﺽ	1064	65213	Lo	OTHER
ژ	1060	1688	Lo	ARABIC
ಿ	1060	3263	Mn	OTHER
𝗜	1059	120284	Lu	OTHER
鱼	1058	40060	Lo	OTHER
孙	1058	23385	Lo	OTHER
ກ	1058	3713	Lo	OTHER
帐	1057	24080	Lo	OTHER
찾	1057	52286	Lo	OTHER
✚	1056	10010	So	OTHER
렬	1055	47148	Lo	OTHER
ぶ	1054	12406	Lo	OTHER
參	1051	21443	Lo	OTHER
͡	1050	865	Mn	OTHER
挑	1050	25361	Lo	OTHER
価	1048	20385	Lo	OTHER
❓	1048	10067	So	OTHER
მ	1048	4315	Ll	OTHER
ヤ	1047	12516	Lo	OTHER
감	1047	44048	Lo	OTHER
🌸	1046	127800	So	OTHER
📱	1046	128241	So	OTHER
ර	1046	3515	Lo	OTHER
📍	1045	128205	So	OTHER
ো	1044	2507	Mc	OTHER
⠓	1043	10259	So	OTHER
践	1042	36341	Lo	OTHER
ေ	1040	4145	Mc	OTHER
伴	1039	20276	Lo	OTHER
頭	1038	38957	Lo	OTHER
𝐬	1038	119852	Ll	OTHER
當	1036	30070	Lo	OTHER
ὁ	1033	8001	Ll	OTHER
握	1033	25569	Lo	OTHER
掌	1033	25484	Lo	OTHER
ㅤ	1031	12644	Lo	OTHER
異	1031	30064	Lo	OTHER
敗	1030	25943	Lo	OTHER
坛	1027	22363	Lo	OTHER
稍	1027	31245	Lo	OTHER
張	1025	24373	Lo	OTHER
梅	1022	26757	Lo	OTHER
ս	1022	1405	Ll	OTHER
ɡ	1022	609	Ll	OTHER
ნ	1022	4316	Ll	OTHER
執	1021	22519	Lo	OTHER
拆	1020	25286	Lo	OTHER
護	1019	35703	Lo	OTHER
۶	1019	1782	Nd	ARABIC
御	1017	24481	Lo	OTHER
伦	1016	20262	Lo	OTHER
ϕ	1015	981	Ll	GREEK
苗	1015	33495	Lo	OTHER
😋	1014	128523	So	OTHER
宏	1014	23439	Lo	OTHER
젝	1013	51229	Lo	OTHER
诊	1012	35786	Lo	OTHER
̶	1010	822	Mn	OTHER
励	1010	21169	Lo	OTHER
✌	1009	9996	So	OTHER
伟	1008	20255	Lo	OTHER
책	1007	52293	Lo	OTHER
က	1007	4096	Lo	OTHER
్	1006	3149	Mn	OTHER
평	1006	54217	Lo	OTHER
𝐭	1005	119853	Ll	OTHER
ۥ	1005	1765	Lm	ARABIC
ვ	1005	4309	Ll	OTHER
👩	1004	128105	So	OTHER
𝐄	1002	119812	Lu	OTHER
①	1001	9312	No	OTHER
ừ	1001	7915	Ll	OTHER
裝	1001	35037	Lo	OTHER
遭	1001	36973	Lo	OTHER
偶	1000	20598	Lo	OTHER
Љ	999	1033	Lu	OTHER
５	999	65301	Nd	OTHER
۴	998	1780	Nd	ARABIC
ถ	998	3606	Lo	OTHER
백	998	48177	Lo	OTHER
ʹ	997	697	Lm	OTHER
君	997	21531	Lo	OTHER
Ꮧ	997	5079	Lu	OTHER
船	996	33337	Lo	OTHER
唐	996	21776	Lo	OTHER
ု	996	4143	Mn	OTHER
😱	995	128561	So	OTHER
肉	993	32905	Lo	OTHER
🌿	991	127807	So	OTHER
實	989	23526	Lo	OTHER
💎	988	128142	So	OTHER
脱	988	33073	Lo	OTHER
錄	986	37636	Lo	OTHER
𝑒	982	119890	Ll	OTHER
💙	981	128153	So	OTHER
気	979	27671	Lo	OTHER
摄	979	25668	Lo	OTHER
弟	979	24351	Lo	OTHER
템	977	53596	Lo	OTHER
겠	976	44192	Lo	OTHER
抱	974	25265	Lo	OTHER
ბ	974	4305	Ll	OTHER
̅	973	773	Mn	OTHER
🇧	969	127463	So	OTHER
