training_steps,training_tokens,training_loss,walltime,gputime,learning_rate
198478,832477069312,2.2334384155273437,114371.68268990517,29279150.768615723,0.0003000000142492354
199848,838223265792,2.2385651874542236,115044.01818346977,29451268.65496826,0.0003000000142492354
201913,846884503552,2.2302267742156983,116007.11257648468,29697820.819580078,0.0003000000142492354
204248,856678203392,2.2353979682922365,117113.66851878166,29981099.140808105,0.0003000000142492354
206203,864878067712,2.2308446407318114,118015.33368062973,30211925.42224121,0.0003000000142492354
207458,870141919232,2.2352210426330568,118608.6106915474,30363804.337036133,0.0003000000142492354
209088,876978634752,2.2294559860229493,119358.25660538673,30555713.690979004,0.0003000000142492354
211178,885744730112,2.225923595428467,120342.31365633011,30807632.296020508,0.0003000000142492354
212448,891071496192,2.2287181663513183,120944.11895465851,30961694.452392578,0.0003000000142492354
214378,899166502912,2.2293126296997072,121807.04653930664,31182603.9140625,0.0003000000142492354
215558,904115781632,2.2257094097137453,122381.40376877785,31329639.36480713,0.0003000000142492354
217528,912378560512,2.2243778228759767,123296.01352643967,31563779.462768555,0.0003000000142492354
219158,919215276032,2.228690576553345,124106.96697425842,31771383.545410156,0.0003000000142492354
221063,927205425152,2.2294145584106446,125000.83873343468,32000214.715759277,0.0003000000142492354
222673,933958254592,2.2292598724365233,125764.7503323555,32195776.085083008,0.0003000000142492354
224388,941151485952,2.2256217670440672,126542.61348080635,32394909.051086426,0.0003000000142492354
226063,948176945152,2.226674003601074,127338.61748051643,32598686.075012207,0.0003000000142492354
227658,954866860032,2.2214604377746583,128092.79958558083,32791756.69390869,0.0003000000142492354
229648,963213524992,2.224501781463623,129044.74956226349,33035455.887939453,0.0003000000142492354
231408,970595500032,2.2336643981933593,129844.39111423492,33240164.12524414,0.0003000000142492354
233508,979403538432,2.2244373607635497,130826.56310391426,33491600.15460205,0.0003000000142492354
235058,985904709632,2.229531850814819,131554.07805991173,33677843.9833374,0.0003000000142492354
237383,995656466432,2.225900526046753,132628.159324646,33952808.787109375,0.0003000000142492354
239258,1003520786432,2.2243186950683596,133482.10627627373,34171419.206726074,0.0003000000142492354
240853,1010210701312,2.225900821685791,134261.13469433784,34370850.48175049,0.0003000000142492354
242588,1017487818752,2.220998487472534,135131.4069671631,34593640.18359375,0.0003000000142492354
244128,1023947046912,2.2192277336120605,135870.01546812057,34782723.95983887,0.0003000000142492354
245798,1030951534592,2.222808198928833,136659.217618227,34984759.71026611,0.0003000000142492354
247763,1039193341952,2.2225396728515623,137597.9582901001,35225077.322265625,0.0003000000142492354
249528,1046596288512,2.216738739013672,138400.991304636,35430653.77398682,0.0003000000142492354
251123,1053286203392,2.2189182090759276,139179.79805898666,35630028.303100586,0.0003000000142492354
253028,1061276352512,2.21700008392334,140072.3687798977,35858526.40765381,0.0003000000142492354
254588,1067819466752,2.2223815441131594,140827.8933866024,36051940.706970215,0.0003000000142492354
255913,1073376919552,2.2189493370056153,141489.29872226715,36221260.47290039,0.0003000000142492354
257838,1081450954752,2.223062572479248,142401.0348482132,36454664.92114258,0.0003000000142492354
259478,1088329613312,2.220221939086914,143185.80658268929,36655566.48516846,0.0003000000142492354
261008,1094746898432,2.2196498775482176,143863.09699606895,36828952.83099365,0.0003000000142492354
262823,1102359560192,2.2211773109436037,144776.64606761932,37062821.39331055,0.0003000000142492354
264168,1108000899072,2.2196997451782225,145418.61533117294,37227165.52478027,0.0003000000142492354
265543,1113768067072,2.2186817359924316,146033.42716884613,37384557.35522461,0.0003000000142492354
267618,1122471247872,2.2121424961090086,147022.94567894936,37637874.093811035,0.0003000000142492354
269463,1130209738752,2.2170939445495605,147903.49109721184,37863293.72088623,0.0003000000142492354
272378,1142436134912,2.2174770259857177,149217.13569951057,38199586.73907471,0.0003000000142492354
273783,1148329132032,2.2196602535247805,149849.78691887856,38361545.45123291,0.0003000000142492354
275488,1155480420352,2.2205773544311525,150583.7311000824,38549435.161621094,0.0003000000142492354
278143,1166616297472,2.2212600231170656,151818.23363375664,38865467.8102417,0.0003000000142492354
279883,1173914386432,2.2200650691986086,152591.39305782318,39063396.622802734,0.0003000000142492354
281608,1181149560832,2.215169677734375,153411.4414627552,39273329.01446533,0.0003000000142492354
283208,1187860447232,2.217360258102417,154149.9946064949,39462398.619262695,0.0003000000142492354
285103,1195808653312,2.2246719932556154,154981.93537187576,39675375.455200195,0.0003000000142492354
286993,1203735887872,2.215882587432861,155806.4302380085,39886446.140930176,0.0003000000142492354
288988,1212103524352,2.216957588195801,156762.82442641258,40131283.05316162,0.0003000000142492354
291238,1221540708352,2.2166183853149413,157792.25512337685,40394817.31158447,0.0003000000142492354
293488,1230977892352,2.214073476791382,158845.7677037716,40664516.53216553,0.0003000000142492354
295438,1239156785152,2.2156616401672364,159756.12919282913,40897569.07336426,0.0003000000142492354
297473,1247692193792,2.2141094970703126,160792.61674118042,41162909.88574219,0.0003000000142492354
299458,1256017887232,2.2074340343475343,161707.02262234688,41396997.7913208,0.0003000000142492354
301453,1264385523712,2.209468994140625,162626.81773853302,41632465.34106445,0.0003000000142492354
303168,1271578755072,2.213917713165283,163369.4819266796,41822587.37322998,0.0003000000142492354
304648,1277786324992,2.211513090133667,164022.00539422035,41989633.38092041,0.0003000000142492354
306113,1283930980352,2.21224347114563,164665.36506605148,42154333.45690918,0.0003000000142492354
307978,1291753357312,2.2148033237457274,165491.4425702095,42365809.29797363,0.0003000000142492354
309693,1298946588672,2.2083932399749755,166257.90438604355,42562023.52282715,0.0003000000142492354
311003,1304441126912,2.2747396659851074,166834.28444099426,42709576.81689453,0.0003000000142492354
313068,1313102364672,2.2127768898010256,167764.58946418762,42947734.90283203,0.0003000000142492354
314648,1319729364992,2.208777675628662,168491.43616628647,43133807.658569336,0.0003000000142492354
315888,1324930301952,2.2122244453430175,169108.3188612461,43291729.628479004,0.0003000000142492354
317618,1332186447872,2.2109225273132322,169899.81341075897,43494352.2331543,0.0003000000142492354
319263,1339086077952,2.213760299682617,170673.46478176117,43692406.98413086,0.0003000000142492354
322123,1351081787392,2.2073399353027345,172084.4281513691,44053613.60675049,0.0003000000142492354
323848,1358316961792,2.212856025695801,172919.15836644173,44267304.54180908,0.0003000000142492354
325753,1366307110912,2.2112987995147706,173837.11071443558,44502300.34289551,0.0003000000142492354
327343,1372976054272,2.2146513175964357,174648.1380124092,44709923.33117676,0.0003000000142492354
329423,1381700206592,2.206561622619629,175616.10539865494,44957722.982055664,0.0003000000142492354
330878,1387802918912,2.209345588684082,176269.60394096375,45125018.60888672,0.0003000000142492354
333663,1399484055552,2.2068519592285156,177622.3832411766,45471330.10974121,0.0003000000142492354
335943,1409047068672,2.206439275741577,178714.8501021862,45751001.62615967,0.0003000000142492354
337728,1416533901312,2.2058626079559325,179555.90155673027,45966310.79852295,0.0003000000142492354
339963,1425908170752,2.212089557647705,180625.76108765602,46240194.83843994,0.0003000000142492354
341778,1433520832512,2.2074979400634764,181433.42136454582,46446955.86932373,0.0003000000142492354
343333,1440042975232,2.218611421585083,182192.79965114594,46641356.71069336,0.0003000000142492354
346018,1451304681472,2.206129665374756,183427.8835053444,46957538.177368164,0.0003000000142492354
348028,1459735232512,2.206472120285034,184407.84185123444,47208407.513916016,0.0003000000142492354
349068,1464097308672,2.205904693603516,184930.07045340538,47342098.03607178,0.0003000000142492354
351033,1472339116032,2.20626277923584,185881.80628848076,47585742.409851074,0.0003000000142492354
353413,1482321559552,2.208822555541992,187041.1645503044,47882538.12487793,0.0003000000142492354
355423,1490752110592,2.2182296657562257,188024.52577066422,48134278.59729004,0.0003000000142492354
357298,1498616430592,2.2052673149108886,188895.41380357742,48357225.93371582,0.0003000000142492354
358983,1505683832832,2.2030324363708496,189662.05967736244,48553487.277404785,0.0003000000142492354
361328,1515519475712,2.1988871192932127,190731.80083107948,48827341.01275635,0.0003000000142492354
362853,1521915789312,2.2040863704681395,191455.7018609047,49012659.6763916,0.0003000000142492354
364303,1527997530112,2.2042712497711183,192108.35442137718,49179738.73187256,0.0003000000142492354
365963,1534960074752,2.203954372406006,192898.0356783867,49381897.13366699,0.0003000000142492354
367198,1540140040192,2.2068722915649412,193475.84306907654,49529815.825683594,0.0003000000142492354
368933,1547417157632,2.2023378467559813,194328.83617711067,49748182.06134033,0.0003000000142492354
370708,1554862047232,2.206851282119751,195131.7044146061,49953716.33013916,0.0003000000142492354
372358,1561782648832,2.201921796798706,195894.00914621353,50148866.341430664,0.0003000000142492354
375038,1573023383552,2.20075777053833,197195.08435320854,50481941.59442139,0.0003000000142492354
377068,1581537820672,2.2016915035247804,198100.8693356514,50713822.54992676,0.0003000000142492354
378768,1588668137472,2.2056320476531983,198926.67149615288,50925227.90301514,0.0003000000142492354
380423,1595609710592,2.2056835746765135,199671.85097765923,51115993.85028076,0.0003000000142492354
383123,1606934331392,2.202351312637329,200941.7735774517,51441094.03582764,0.0003000000142492354
385018,1614882537472,2.200028409957886,201864.97535181046,51677433.69006348,0.0003000000142492354
387298,1624445550592,2.201711664199829,202992.41031241417,51966057.03997803,0.0003000000142492354
388693,1630296604672,2.2025718784332273,203639.8862464428,52131810.879089355,0.0003000000142492354
390533,1638014124032,2.199880313873291,204491.1164815426,52349725.8192749,0.0003000000142492354
392103,1644599181312,2.204264659881592,205196.27792310715,52530247.14831543,0.0003000000142492354
393878,1652044070912,2.1994618225097655,206056.01354908943,52750339.468566895,0.0003000000142492354
395868,1660390735872,2.2008496475219728,207046.7842693329,53003976.77294922,0.0003000000142492354
397883,1668842258432,2.1975641536712645,208076.6296942234,53267617.20172119,0.0003000000142492354
399123,1674043195392,2.2002278900146486,208663.41986846924,53417835.486328125,0.0003000000142492354
400878,1681404198912,2.1975760650634766,209468.63008093834,53623969.300720215,0.0003000000142492354
402488,1688157028352,2.199719944000244,210272.23271799088,53829691.575805664,0.0003000000142492354
404683,1697363525632,2.195029420852661,211294.85526752472,54091482.94848633,0.0003000000142492354
406218,1703801782272,2.2027769088745117,212018.24462127686,54276670.623046875,0.0003000000142492354
408268,1712400105472,2.1966106414794924,212998.3636302948,54527581.08935547,0.0003000000142492354
409798,1718817390592,2.205965032577515,213744.93101978302,54718702.34106445,0.0003000000142492354
411433,1725675077632,2.2025319862365724,214471.13732123375,54904611.15423584,0.0003000000142492354
413743,1735363919872,2.1958221435546874,215439.15642166138,55152424.04394531,0.0003000000142492354
415648,1743354068992,2.1978758716583253,216272.33054423332,55365716.61932373,0.0003000000142492354
417568,1751407132672,2.1970835399627684,217109.57375073433,55580050.88018799,0.0003000000142492354
419043,1757593731072,2.201749324798584,217781.0275580883,55751943.054870605,0.0003000000142492354
421183,1766569541632,2.196067113876343,218721.9414308071,55992817.00628662,0.0003000000142492354
423008,1774224146432,2.1944501399993896,219517.20367455482,56196404.140686035,0.0003000000142492354
425148,1783199956992,2.2024041271209716,220439.9300148487,56432622.08380127,0.0003000000142492354
426993,1790938447872,2.2009031486511232,221283.081043005,56648468.74700928,0.0003000000142492354
428738,1798257508352,2.1986973667144776,222117.36776018143,56862046.146606445,0.0003000000142492354
430213,1804444106752,2.194929361343384,222887.99374365807,57059326.398376465,0.0003000000142492354
431958,1811763167232,2.1970555782318115,223673.62428092957,57260447.81591797,0.0003000000142492354
434033,1820466348032,2.1981708908081057,224559.71384191513,57487286.74353027,0.0003000000142492354
435903,1828309696512,2.196650686264038,225389.0884628296,57699606.646484375,0.0003000000142492354
437253,1833972006912,2.1951021766662597,225981.23787784576,57851196.896728516,0.0003000000142492354
439618,1843891535872,2.1929092407226562,227040.24766469002,58122303.402160645,0.0003000000142492354
441023,1849784532992,2.1980921745300295,227637.62188339233,58275231.20214844,0.0003000000142492354
443133,1858634514432,2.1961898803710938,228571.15940475464,58514216.80761719,0.0003000000142492354
445618,1869057359872,2.192536611557007,229625.72684311867,58784186.07183838,0.0003000000142492354
447033,1874992300032,2.2011247634887696,230303.8678267002,58957790.163635254,0.0003000000142492354
448773,1882290388992,2.196821689605713,231074.254727602,59155009.21026611,0.0003000000142492354
450598,1889944993792,2.197528600692749,231856.2815001011,59355208.06402588,0.0003000000142492354
452333,1897222111232,2.2063365650177,232713.012042284,59574531.08282471,0.0003000000142492354
454243,1905233231872,2.2002062511444094,233552.24672102928,59789375.160583496,0.0003000000142492354
456318,1913936412672,2.196892747879028,234437.64766836166,60016037.803100586,0.0003000000142492354
458188,1921779761152,2.1942393016815185,235290.81342482567,60234448.23675537,0.0003000000142492354
459618,1927777615872,2.1926404285430907,235912.93820166588,60393712.179626465,0.0003000000142492354
461908,1937382572032,2.196129083633423,236891.94607281685,60644338.19464111,0.0003000000142492354
463493,1944030543872,2.1957433223724365,237660.3473033905,60841048.90966797,0.0003000000142492354
465563,1952712753152,2.2022856712341308,238595.58682346344,61080470.22680664,0.0003000000142492354
466598,1957053857792,2.200837631225586,239051.96961307526,61197304.220947266,0.0003000000142492354
468453,1964834291712,2.195974464416504,240024.22981405258,61446202.83239746,0.0003000000142492354
469928,1971020890112,2.195308313369751,240666.1689414978,61610539.24902344,0.0003000000142492354
471883,1979220754432,2.1926905155181884,241561.57677793503,61839763.65515137,0.0003000000142492354
473958,1987923935232,2.199370002746582,242464.89319109917,62071012.65692139,0.0003000000142492354
475838,1995809226752,2.195196199417114,243275.89396619797,62278628.85534668,0.0003000000142492354
477883,2004386578432,2.1966632652282714,244174.37776827812,62508640.7086792,0.0003000000142492354
479398,2010740948992,2.1939995288848877,244840.58886909485,62679190.75048828,0.0003000000142492354
481513,2019611901952,2.197073431015015,245812.70847344398,62928053.36920166,0.0003000000142492354
483038,2026008215552,2.1944944763183596,246524.07669568062,63110163.63409424,0.0003000000142492354
484848,2033599905792,2.1971099948883057,247369.5459189415,63326603.75524902,0.0003000000142492354
486353,2039912333312,2.1921521377563478,248102.66327404976,63514281.79815674,0.0003000000142492354
488423,2048594542592,2.1956209754943847,249005.3805437088,63745377.41918945,0.0003000000142492354
490198,2056039432192,2.1933466625213622,249834.5423784256,63957642.84887695,0.0003000000142492354
491768,2062624489472,2.191843309402466,250527.941116333,64135152.92578125,0.0003000000142492354
492923,2067468910592,2.1921654510498048,251031.06087112427,64263951.58300781,0.0003000000142492354
494278,2073152192512,2.196784019470215,251660.39625549316,64425061.44140625,0.0003000000142492354
496618,2082966863872,2.1893317317962646,252733.3194425106,64699729.777282715,0.0003000000142492354
498178,2089509978112,2.193646411895752,253438.13943767548,64880163.69604492,0.0003000000142492354
499503,2095067430912,2.1891650772094726,254039.8984565735,65034214.00488281,0.0003000000142492354
501263,2102449405952,2.190974569320679,254836.32508301735,65238099.22125244,0.0003000000142492354
502823,2108992520192,2.190591154098511,255518.144603014,65412645.01837158,0.0003000000142492354
504728,2116982669312,2.190379753112793,256402.17022442818,65638955.57745361,0.0003000000142492354
505953,2122120691712,2.205428466796875,256960.53313279152,65781896.48199463,0.0003000000142492354
507628,2129146150912,2.1996386814117432,257742.7907397747,65982154.429382324,0.0003000000142492354
509223,2135836065792,2.1877504920959474,258521.15475320816,66181415.61682129,0.0003000000142492354
511043,2143469699072,2.190995931625366,259409.88605999947,66408930.83135986,0.0003000000142492354
512493,2149551439872,2.19000675201416,260068.2828953266,66577480.42120361,0.0003000000142492354
514548,2158170734592,2.185414581298828,261022.38721990585,66821731.1282959,0.0003000000142492354
516863,2167880548352,2.1858295726776125,262093.69700694084,67095986.433776855,0.0003000000142492354
518653,2175388352512,2.19397084236145,262894.40001392365,67300966.40356445,0.0003000000142492354
520423,2182812270592,2.1920946407318116,263807.0368709564,67534601.43896484,0.0003000000142492354
522843,2192962486272,2.1920138072967528,264876.5261294842,67808390.68914795,0.0003000000142492354
523898,2197387476992,2.188631420135498,265362.2478737831,67932735.45568848,0.0003000000142492354
525468,2203972534272,2.1960730171203613,266075.6594362259,68115368.81567383,0.0003000000142492354
526598,2208712097792,2.1910795879364016,266648.7182929516,68262071.8829956,0.0003000000142492354
528618,2217184591872,2.1887787532806398,267533.6225273609,68488607.3670044,0.0003000000142492354
530223,2223916449792,2.1941827487945558,268279.49551844597,68679550.85272217,0.0003000000142492354
531868,2230816079872,2.193283271789551,269050.23277902603,68876859.59143066,0.0003000000142492354
533228,2236520333312,2.1962421226501463,269653.5918750763,69031319.52001953,0.0003000000142492354
535378,2245538086912,2.1937426567077636,270626.4986696243,69280383.65942383,0.0003000000142492354
537233,2253318520832,2.1955661392211914,271452.7313199043,69491899.21789551,0.0003000000142492354
539278,2261895872512,2.1853711795806885,272414.4140496254,69738089.9967041,0.0003000000142492354
540873,2268585787392,2.1869020652770996,273140.24562978745,69923902.88122559,0.0003000000142492354
543033,2277645484032,2.1929907608032226,274092.4542751312,70167668.2944336,0.0003000000142492354
544848,2285258145792,2.1948038482666017,274940.6244506836,70384799.859375,0.0003000000142492354
547143,2294884073472,2.1886698722839357,275945.80866360664,70642127.0178833,0.0003000000142492354
549178,2303419482112,2.19422776222229,276845.06593847275,70872336.88024902,0.0003000000142492354
550998,2311053115392,2.189440965652466,277676.0348453522,71085064.92041016,0.0003000000142492354
552073,2315561992192,2.1940917205810546,278166.39847421646,71210598.00939941,0.0003000000142492354
553993,2323615055872,2.1880645084381105,279079.03923892975,71444234.04516602,0.0003000000142492354
555943,2331793948672,2.188340311050415,279953.29323911667,71668043.06921387,0.0003000000142492354
557683,2339092037632,2.191136541366577,280796.6957273483,71883954.10620117,0.0003000000142492354
559498,2346704699392,2.192216367721558,281566.6423060894,72081060.43035889,0.0003000000142492354
561368,2354548047872,2.186261215209961,282420.1911010742,72299568.921875,0.0003000000142492354
564048,2365788782592,2.191116981506348,283564.83068728447,72592596.65594482,0.0003000000142492354
565768,2373002985472,2.193089733123779,284302.88499617577,72781538.559021,0.0003000000142492354
567558,2380510789632,2.1900180530548097,285131.29582190514,72993611.73040771,0.0003000000142492354
568903,2386152128512,2.1892926406860354,285689.33524632454,73136469.82305908,0.0003000000142492354
570413,2392485527552,2.1947266674041748,286348.0430986881,73305099.03326416,0.0003000000142492354
572158,2399804588032,2.1943514442443846,287177.1772148609,73517357.3670044,0.0003000000142492354
573758,2406515474432,2.1876930236816405,287961.86561608315,73718237.59771729,0.0003000000142492354
575668,2414526595072,2.191494779586792,288848.72625017166,73945273.92004395,0.0003000000142492354
577803,2423481434112,2.187805109024048,289755.13184928894,74177313.75341797,0.0003000000142492354
579143,2429101801472,2.1882824325561523,290312.7368071079,74320060.62261963,0.0003000000142492354
580668,2435498115072,2.191737689971924,290955.7504417896,74484672.11309814,0.0003000000142492354
